book_id,publishing_year,title,author,book_average_rating,book_ratings_count,genre,gross_sales,publisher_revenue,sale_price,publisher,units_sold,sales_rank,company_revenue,sales_month
360,1988,The Queen of the Damned,Anne Rice,3.86,110693,genre fiction,223.74,134.244,0.99,"Amazon Digital Services,  Inc.",6102,119,5906.74,1
361,1920,The Age of Innocence,"Edith Wharton, Maureen Howard",3.93,102646,genre fiction,1188.76,713.256,5.26,"Amazon Digital Services,  Inc.",6102,119,31383.26,1
362,1976,The Selfish Gene,Richard Dawkins,4.11,96564,genre fiction,897.75,538.65,3.99,"Amazon Digital Services,  Inc.",6075,120,23700.6,1
363,2001,Year of Wonders: A Novel of the Plague,Geraldine Brooks,4.0,104283,genre fiction,221.76,0.0,0.99,"Amazon Digital Services,  Inc.",6048,121,5987.52,1
364,1992,The Black Echo,Michael Connelly,4.08,98591,nonfiction,1274.56,764.736,5.69,"Amazon Digital Services,  Inc.",6048,121,33648.38,1
365,1938,Anthem,Ayn Rand,3.62,95620,genre fiction,1112.77,0.0,4.99,"Amazon Digital Services,  Inc.",6021,122,30044.79,1
366,2011,Gabriel's Inferno,Sylvain Reynard,4.02,119633,genre fiction,1781.77,1069.062,7.99,Penguin Group (USA) LLC,6021,122,47038.73,1
367,1978,Cloudy with a Chance of Meatballs,"Judi Barrett, Ron Barrett",4.15,104677,genre fiction,1662.78,997.668,7.49,Penguin Group (USA) LLC,5994,123,43897.39,1
368,2010,Major Pettigrew's Last Stand,Helen Simonson,3.87,97745,genre fiction,660.79,396.474,2.99,Simon and Schuster Digital Sales Inc,5967,124,17444.86,1
369,2009,Vision in White,Nora Roberts,4.1,103933,genre fiction,437.8,262.68,1.99,Random House LLC,5940,125,11557.92,1
370,2006,The Tenth Circle,Jodi Picoult,3.48,99170,genre fiction,3955.6,2373.36,17.98,"Amazon Digital Services,  Inc.",5940,125,104427.84,1
371,2011,The Throne of Fire,Rick Riordan,4.2,116360,nonfiction,2067.36,1240.416,9.44,"Amazon Digital Services,  Inc.",5913,126,54578.3,1
372,2005,Old Man's War,John Scalzi,4.23,97653,genre fiction,1311.81,787.086,5.99,Macmillan,5913,126,34631.78,1
373,1992,Gerald's Game,Stephen King,3.47,100158,fiction,433.82,260.292,1.99,"Amazon Digital Services,  Inc.",5886,127,11452.85,1
374,1996,Two for the Dough,Janet Evanovich,4.11,116171,nonfiction,2177.82,1306.692,9.99,"Amazon Digital Services,  Inc.",5886,127,57494.45,1
375,1931,The Joy of Cooking,"Irma S. Rombauer, Marion Rombauer Becker, Ethan Becker",4.14,102348,fiction,1864.03,1118.418,8.59,Hachette Book Group,5859,128,49210.39,1
376,1974,The Forever War,Joe Haldeman,4.15,87636,genre fiction,214.83,128.898,0.99,"Amazon Digital Services,  Inc.",5859,128,5671.51,1
377,1994,Insomnia,"Stephen King, Bettina Blanch Tyroller",3.79,100972,genre fiction,2311.05,1386.63,10.65,Random House LLC,5859,128,61011.72,1
378,2003,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,3.57,94696,genre fiction,1072.85,0.0,4.99,"Amazon Digital Services,  Inc.",5805,129,28966.95,1
379,2006,The Blade Itself,Joe Abercrombie,4.14,97501,genre fiction,1717.85,1030.71,7.99,Random House LLC,5805,129,45351.24,1
380,2002,The Arctic Incident,Eoin Colfer,3.94,108031,nonfiction,642.85,385.71,2.99,"Amazon Digital Services,  Inc.",5805,129,16971.24,1
381,1993,The Shipping News,Annie Proulx,3.83,103151,genre fiction,1281.86,0.0,5.99,"Amazon Digital Services,  Inc.",5778,130,34610.22,1
382,2011,äººç”ŸãŒã¨ãã‚ãç‰‡ã¥ã‘ã®é­”æ³•,"Marie KondÅ, Cathy Hirano",3.77,105063,genre fiction,849.87,509.922,3.99,"Amazon Digital Services,  Inc.",5751,131,22436.57,1
383,2015,All the Bright Places,"Jennifer Niven, ÙØ±Ø§Ù†Ú© Ù…Ø¹Ù†ÙˆÛŒ",4.19,132087,genre fiction,423.87,254.322,1.99,HarperCollins Publishers,5751,131,11190.17,1
384,1997,DÃ©jÃ  Dead,Kathy Reichs,3.86,100369,genre fiction,1062.87,637.722,4.99,Hachette Book Group,5751,131,28059.77,1
385,2007,The Alchemyst: The Secrets of The Immortal Nicholas Flamel,Michael Scott,3.84,58396,genre fiction,1693.88,1016.328,7.99,Penguin Group (USA) LLC,5724,132,44718.43,1
386,2011,The Marriage Plot,Jeffrey Eugenides,3.42,90551,genre fiction,1080.32,648.192,5.12,Random House LLC,5697,133,28520.45,1
387,1998,Hija de la fortuna,"Isabel Allende, Margaret Sayers Peden",3.89,89770,genre fiction,630.89,0.0,2.99,"Amazon Digital Services,  Inc.",5697,133,17034.03,1
388,2015,Luckiest Girl Alive,Jessica Knoll,3.48,82504,genre fiction,2007.6,1204.56,9.56,Simon and Schuster Digital Sales Inc,5670,134,53000.64,1
389,2004,"Crank (Crank, #1)",Ellen Hopkins,4.16,104168,genre fiction,833.91,0.0,3.99,"Amazon Digital Services,  Inc.",5643,135,22515.57,1
390,2012,The Raven Boys,Maggie Stiefvater,4.05,121727,nonfiction,206.91,124.146,0.99,"Amazon Digital Services,  Inc.",5643,135,5462.42,1
391,1954,I Am Legend and Other Stories,Richard Matheson,3.99,98795,genre fiction,621.92,0.0,2.99,"Amazon Digital Services,  Inc.",5616,136,16791.84,1
392,2008,Olive Kitteridge,Elizabeth Strout,3.78,85019,genre fiction,205.92,0.0,0.99,"Amazon Digital Services,  Inc.",5616,136,5559.84,1
393,2014,Not that Kind of Girl,"Lena Dunham, Joana Avillez",3.33,88251,nonfiction,1245.92,747.552,5.99,Random House LLC,5616,136,32892.29,1
394,2001,Good to Great: Why Some Companies Make the Leap... and Others Don't,James C. Collins,4.04,85277,genre fiction,1032.93,0.0,4.99,"Amazon Digital Services,  Inc.",5589,137,27889.11,1
395,2009,Fire,Kristin Cashore,4.12,98180,genre fiction,2457.95,1474.77,11.99,Penguin Group (USA) LLC,5535,138,64889.88,1
396,1952,En attendant Godot,Samuel Beckett,3.81,98950,genre fiction,1621.97,973.182,7.99,Penguin Group (USA) LLC,5481,140,42820.01,1
397,1906,White Fang,Jack London,3.94,100223,genre fiction,1703.17,1021.902,8.39,Random House LLC,5481,140,44963.69,1
398,2003,Wolves of the Calla,"Stephen King, Bernie Wrightson",4.17,98182,genre fiction,603.98,0.0,2.99,"Amazon Digital Services,  Inc.",5454,141,16307.46,1
399,2000,His Dark Materials,Philip Pullman,4.25,88227,genre fiction,603.98,0.0,2.99,"Amazon Digital Services,  Inc.",5454,141,16307.46,1
400,2012,The Edge of Never,J.A. Redmerski,4.26,117508,genre fiction,600.99,360.594,2.99,Simon and Schuster Digital Sales Inc,5427,142,15866.14,1
401,2013,Reconstructing Amelia,Kimberly McCreight,3.82,86965,nonfiction,198.99,119.394,0.99,"Amazon Digital Services,  Inc.",5427,142,5253.34,1
402,2014,The One Plus One,Jojo Moyes,3.94,87412,genre fiction,399.99,239.994,1.99,Hachette Book Group,5427,142,10559.74,1
403,1998,The Hours,Michael Cunningham,3.91,97462,genre fiction,500.0,300.0,2.5,HarperCollins Publishers,5400,143,13200.0,1
404,2012,Wallbanger,Alice Clayton,4.1,134805,nonfiction,1898.0,0.0,9.49,"Amazon Digital Services,  Inc.",5400,143,51246.0,1
405,1997,Holidays on Ice,David Sedaris,3.95,82591,genre fiction,595.01,0.0,2.99,"Amazon Digital Services,  Inc.",5373,144,16065.27,1
406,1996,Desperation,Stephen King,3.8,94821,genre fiction,196.02,117.612,0.99,"Amazon Digital Services,  Inc.",5346,145,5174.93,1
407,2011,Passion,Lauren Kate,3.89,119735,genre fiction,790.02,0.0,3.99,"Amazon Digital Services,  Inc.",5346,145,21330.54,1
408,2012,The Kill Order,James Dashner,3.69,96568,genre fiction,1059.86,635.916,5.38,Random House LLC,5319,146,27980.3,1
409,2011,Angelfall,Susan Ee,4.19,73886,genre fiction,194.04,0.0,0.99,"Amazon Digital Services,  Inc.",5292,147,5239.08,1
410,2001,Empire Falls,Richard Russo,3.91,90811,genre fiction,586.04,0.0,2.99,"Amazon Digital Services,  Inc.",5292,147,15823.08,1
411,1993,The Fires of Heaven,Robert Jordan,4.13,93227,children,1480.05,888.03,7.59,Random House LLC,5265,148,39073.32,1
412,2014,I'll Give You the Sun,Jandy Nelson,4.14,140937,genre fiction,583.05,349.83,2.99,Simon and Schuster Digital Sales Inc,5265,148,15392.52,1
413,1999,Survivor,Chuck Palahniuk,3.93,49551,genre fiction,192.06,115.236,0.99,HarperCollins Publishers,5238,149,5070.38,1
414,2007,Shopaholic and Baby,Sophie Kinsella,3.77,98130,genre fiction,191.07,0.0,0.99,"Amazon Digital Services,  Inc.",5211,150,5158.89,1
415,2004,The Dark Tower,Stephen King,4.27,93296,genre fiction,770.07,0.0,3.99,"Amazon Digital Services,  Inc.",5211,150,20791.89,1
416,2009,Twilight Director's Notebook,Catherine Hardwicke,4.2,88847,genre fiction,1726.08,1035.648,8.99,HarperCollins Publishers,5184,151,45568.51,1
417,2001,Shopaholic Abroad,Sophie Kinsella,3.75,93498,genre fiction,1468.79,881.274,7.69,Penguin Group (USA) LLC,5157,152,38776.06,1
418,1984,"Surely You're Joking, Mr. Feynman! Adventures of a Curious Character",Richard Feynman,4.29,91625,genre fiction,948.1,0.0,4.99,"Amazon Digital Services,  Inc.",5130,153,25598.7,1
419,2010,Linger,Maggie Stiefvater,3.91,125363,genre fiction,376.11,0.0,1.99,"Amazon Digital Services,  Inc.",5103,154,10154.97,1
420,1908,The Complete Anne of Green Gables Boxed Set,L.M. Montgomery,4.42,92142,genre fiction,1510.11,906.066,7.99,Random House LLC,5103,154,39866.9,1
421,1916,A Portrait of the Artist as a Young Man,"James Joyce, Seamus Deane",3.6,92569,fiction,565.11,339.066,2.99,Random House LLC,5103,154,14918.9,1
422,2009,The Gathering Storm,"Robert Jordan, Brandon Sanderson",4.34,94095,genre fiction,750.12,0.0,3.99,"Amazon Digital Services,  Inc.",5076,155,20253.24,1
423,1871,Middlemarch,"George Eliot, Michel Faber",3.93,95995,nonfiction,186.12,0.0,0.99,"Amazon Digital Services,  Inc.",5076,155,5025.24,1
424,2012,Point of Retreat,Colleen Hoover,4.3,109344,genre fiction,185.13,0.0,0.99,"Amazon Digital Services,  Inc.",5049,156,4998.51,1
425,1997,The Partner,John Grisham,3.89,86870,genre fiction,746.13,0.0,3.99,"Amazon Digital Services,  Inc.",5049,156,20145.51,1
426,1973,The Hobbit and The Lord of the Rings,J.R.R. Tolkien,4.59,90907,genre fiction,184.14,110.484,0.99,"Amazon Digital Services,  Inc.",5022,157,4861.3,1
427,2009,Thoughtless,S.C. Stephens,4.12,90483,genre fiction,1114.14,668.484,5.99,Penguin Group (USA) LLC,5022,157,29413.3,1
428,1986,Presumed Innocent,Scott Turow,4.1,91774,genre fiction,553.15,331.89,2.99,"Amazon Digital Services,  Inc.",4995,158,14603.16,1
429,1989,The Dark Half,Stephen King,3.74,94624,genre fiction,550.16,330.096,2.99,Macmillan,4968,159,14524.22,1
430,2006,Cleopatra: A Life,Stacy Schiff,3.62,73994,genre fiction,181.17,0.0,0.99,"Amazon Digital Services,  Inc.",4941,160,4891.59,1
431,2005,The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,3.66,78271,genre fiction,544.18,326.508,2.99,Hachette Book Group,4914,161,14366.35,1
432,2013,Steelheart,Brandon Sanderson,4.16,76261,genre fiction,1243.06,745.836,6.83,Penguin Group (USA) LLC,4914,161,32816.78,1
433,1864,Voyage au centre de la Terre,Jules Verne,3.84,89410,nonfiction,1726.2,1035.72,9.59,Macmillan,4860,162,45571.68,1
434,2009,The Happiness Project,Gretchen Rubin,3.57,94456,genre fiction,177.21,106.326,0.99,"Amazon Digital Services,  Inc.",4833,163,4678.34,1
435,1962,The Man in the High Castle,Philip K. Dick,3.66,84180,genre fiction,2280.46,1368.276,12.74,Hachette Book Group,4833,163,60204.14,1
436,1974,Helter Skelter: The True Story of The Manson Murders,"Vincent Bugliosi, Curt Gentry",4.0,92158,genre fiction,176.22,0.0,0.99,"Amazon Digital Services,  Inc.",4806,164,4757.94,1
437,1320,Inferno,"Dante Alighieri, Anthony M. Esolen",3.99,87511,fiction,354.22,212.532,1.99,Hachette Book Group,4806,164,9351.41,1
438,2012,Shadow of Night,Deborah Harkness,4.04,97925,genre fiction,1242.44,745.464,6.98,"Amazon Digital Services,  Inc.",4806,164,32800.42,1
439,2014,Leaving Time,Jodi Picoult,3.94,76553,fiction,175.23,105.138,0.99,"Amazon Digital Services,  Inc.",4779,165,4626.07,1
440,2006,Moon Called,Patricia Briggs,4.18,129150,genre fiction,350.24,0.0,1.99,"Amazon Digital Services,  Inc.",4752,166,9456.48,1
441,2006,Blue Bloods,Melissa de la Cruz,3.68,116687,genre fiction,702.24,421.344,3.99,"Amazon Digital Services,  Inc.",4752,166,18539.14,1
442,1994,The Alienist,Caleb Carr,4.05,96981,genre fiction,1230.24,738.144,6.99,HarperCollins Publishers,4752,166,32478.34,1
443,2015,Between the World and Me,Ta-Nehisi Coates,4.4,74218,genre fiction,523.25,0.0,2.99,"Amazon Digital Services,  Inc.",4725,168,14127.75,1
444,1667,Paradise Lost,"John Milton, John      Leonard",3.8,96316,genre fiction,868.26,0.0,4.99,"Amazon Digital Services,  Inc.",4698,169,23443.02,1
445,2009,The Big Short: Inside the Doomsday Machine,Michael   Lewis,4.26,37090,fiction,1216.26,729.756,6.99,Simon and Schuster Digital Sales Inc,4698,169,32109.26,1
446,1999,The Girl Who Loved Tom Gordon,Stephen King,3.56,95768,nonfiction,1346.76,808.056,7.74,"Amazon Digital Services,  Inc.",4698,169,35554.46,1
447,2011, A Monster Calls ,"Patrick Ness, Jim Kay, Siobhan Dowd",4.36,104579,genre fiction,1842.45,1105.47,10.65,Random House LLC,4671,170,48640.68,1
448,2010,Towers of Midnight,"Robert Jordan, Brandon Sanderson",4.42,91383,fiction,344.27,206.562,1.99,"Amazon Digital Services,  Inc.",4671,170,9088.73,1
449,1971,The Day of the Jackal,Frederick Forsyth,4.25,85883,genre fiction,171.27,0.0,0.99,"Amazon Digital Services,  Inc.",4671,170,4624.29,1
450,2010,Rework,"Jason Fried, David Heinemeier Hansson",3.93,88626,genre fiction,517.27,310.362,2.99,Simon and Schuster Digital Sales Inc,4671,170,13655.93,1
451,2011,Attachments,Rainbow Rowell,3.95,105414,genre fiction,170.28,102.168,0.99,"Amazon Digital Services,  Inc.",4644,171,4495.39,1
452,2005,The Twilight Saga,"Stephenie Meyer, Ilyana Kadushin, Matt Walters",3.88,89204,genre fiction,1632.28,979.368,9.49,Penguin Group (USA) LLC,4644,171,43092.19,1
453,2012,Tell the Wolves I'm Home,Carol Rifka Brunt,4.04,85582,genre fiction,340.29,0.0,1.99,"Amazon Digital Services,  Inc.",4617,172,9187.83,1
454,1972,All Creatures Great And Small,James Herriot,4.31,64779,genre fiction,1024.29,0.0,5.99,"Amazon Digital Services,  Inc.",4617,172,27655.83,1
455,2011,The Unbecoming of Mara Dyer,Michelle Hodkin,4.09,83847,fiction,1879.29,1127.574,10.99,Macmillan,4617,172,49613.26,1
456,1997,Three to Get Deadly,Janet Evanovich,4.14,113400,genre fiction,1109.79,665.874,6.49,Hachette Book Group,4617,172,29298.46,1
457,1905,The Scarlet Pimpernel,Emmuska Orczy,4.06,93217,fiction,648.09,388.854,3.79,Hachette Book Group,4617,172,17109.58,1
458,1971,The Monster at the End of This Book,"Jon Stone, Michael J. Smollin",4.45,102184,genre fiction,340.29,0.0,1.99,"Amazon Digital Services,  Inc.",4617,172,9187.83,1
459,1972,Tales of a Fourth Grade Nothing,Judy Blume,4.09,106435,genre fiction,508.3,304.98,2.99,Penguin Group (USA) LLC,4590,173,13419.12,1
460,2012,Shadow and Bone,Leigh Bardugo,4.05,135225,fiction,678.3,0.0,3.99,"Amazon Digital Services,  Inc.",4590,173,18314.1,1
461,2009,Het diner,"Herman Koch, Sam Garrett",3.22,74979,genre fiction,848.3,0.0,4.99,"Amazon Digital Services,  Inc.",4590,173,22904.1,1
462,2013,Champion,Marie Lu,4.37,114623,nonfiction,1688.31,1012.986,9.99,Simon and Schuster Digital Sales Inc,4563,174,44571.38,1
463,1985,Contact,Carl Sagan,4.11,90917,genre fiction,1350.31,810.186,7.99,Random House LLC,4563,174,35648.18,1
464,2011,Lola and the Boy Next Door,Stephanie Perkins,4.0,108370,genre fiction,674.31,404.586,3.99,"Amazon Digital Services,  Inc.",4563,174,17801.78,1
465,1999,White Teeth,Zadie Smith,3.75,82474,fiction,167.31,100.386,0.99,"Amazon Digital Services,  Inc.",4563,174,4416.98,1
466,2012,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,"Chris Kyle, Scott McEwen, Jim DeFelice",3.97,61422,genre fiction,2153.06,1291.836,12.74,Macmillan,4563,174,56840.78,1
467,2004,My Horizontal Life: A Collection of One-Night Stands,Chelsea Handler,3.79,83607,nonfiction,1294.54,776.724,7.66,Simon and Schuster Digital Sales Inc,4563,174,34175.86,1
468,2011,The Power of Six,Pittacus Lore,4.17,97938,fiction,1843.79,1106.274,10.91,Macmillan,4563,174,48676.06,1
469,2013,The Interestings,Meg Wolitzer,3.54,76566,genre fiction,1342.32,805.392,7.99,HarperCollins Publishers,4536,175,35437.25,1
470,1988,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,Bill Watterson,4.65,93001,genre fiction,166.32,0.0,0.99,"Amazon Digital Services,  Inc.",4536,175,4490.64,1
471,2008,People of the Book,Geraldine Brooks,4.0,95796,genre fiction,1291.92,775.152,7.69,Penguin Group (USA) LLC,4536,175,34106.69,1
472,2012,The Secret Keeper,Kate Morton,4.13,89460,genre fiction,332.33,199.398,1.99,HarperCollins Publishers,4509,176,8773.51,1
473,1953,Better Homes & Gardens New Cook Book,Better Homes and Gardens,4.14,93640,nonfiction,165.33,0.0,0.99,"Amazon Digital Services,  Inc.",4509,176,4463.91,1
474,1984,"So Long, and Thanks for All the Fish",Douglas Adams,4.08,93774,genre fiction,1985.63,1191.378,11.89,HarperCollins Publishers,4509,176,52420.63,1
475,1927,Der Steppenwolf: ErzÃ¤hlung,"Hermann Hesse, Basil Creighton",4.11,80769,fiction,833.33,499.998,4.99,"Amazon Digital Services,  Inc.",4509,176,21999.91,1
476,2001,The Surgeon,Tess Gerritsen,4.1,89468,nonfiction,1835.33,1101.198,10.99,Random House LLC,4509,176,48452.71,1
477,2012,The Girl You Left Behind,Jojo Moyes,3.95,80991,genre fiction,1152.04,691.224,6.94,Random House LLC,4482,177,30413.86,1
478,1996,Royal Assassin,Robin Hobb,4.21,82608,fiction,164.34,0.0,0.99,"Amazon Digital Services,  Inc.",4482,177,4437.18,1
479,1953,Childhood's End,Arthur C. Clarke,4.09,87141,genre fiction,1226.74,0.0,7.39,"Amazon Digital Services,  Inc.",4482,177,33121.98,1
480,2004, The Tale of Despereaux,"Kate DiCamillo, Timothy Basil Ering",4.0,113066,genre fiction,1153.35,692.01,6.99,Penguin Group (USA) LLC,4455,179,30448.44,1
481,2007,"Animal, Vegetable, Miracle: A Year of Food Life","Barbara Kingsolver, Steven L. Hopp, Camille Kingsolver, Richard A. Houser",4.03,83881,genre fiction,823.35,494.01,4.99,"Amazon Digital Services,  Inc.",4455,179,21736.44,1
482,2014,Heir of Fire,Sarah J. Maas,4.53,123843,genre fiction,163.35,98.01,0.99,Hachette Book Group,4455,179,4312.44,1
483,2009,The Sweetness at the Bottom of the Pie,Alan Bradley,3.81,99841,genre fiction,1757.25,1054.35,10.65,Penguin Group (USA) LLC,4455,179,46391.4,1
484,2003,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Donald Miller,3.92,82090,genre fiction,162.36,0.0,0.99,"Amazon Digital Services,  Inc.",4428,181,4383.72,1
485,2005,A Breath of Snow and Ashes,Diana Gabaldon,4.43,87098,nonfiction,1746.6,1047.96,10.65,Penguin Group (USA) LLC,4428,181,46110.24,1
486,2014,The Blood of Olympus,Rick Riordan,4.41,110719,genre fiction,162.36,97.416,0.99,"Amazon Digital Services,  Inc.",4428,181,4286.3,1
487,2016,Truly Madly Guilty,Liane Moriarty,3.55,90477,genre fiction,162.36,0.0,0.99,"Amazon Digital Services,  Inc.",4428,181,4383.72,1
488,2012,"Saga, Volume One","Brian K. Vaughan, Fiona Staples",4.25,131906,genre fiction,162.36,97.416,0.99,"Amazon Digital Services,  Inc.",4428,181,4286.3,1
489,2011,The Art of Fielding,Chad Harbach,3.99,81712,genre fiction,324.37,194.622,1.99,"Amazon Digital Services,  Inc.",4401,182,8563.37,1
490,1964,A Moveable Feast,Ernest Hemingway,4.04,69992,genre fiction,813.37,488.022,4.99,Penguin Group (USA) LLC,4401,182,21472.97,1
491,2006,Fablehaven,Brandon Mull,4.08,99390,genre fiction,1470.26,882.156,9.02,Random House LLC,4401,182,38814.86,1
492,2000,The Wide Window,"Lemony Snicket, Brett Helquist",3.91,118624,genre fiction,161.37,96.822,0.99,"Amazon Digital Services,  Inc.",4401,182,4260.17,1
493,2001,Grave Peril,Jim Butcher,4.18,97736,nonfiction,322.38,193.428,1.99,"Amazon Digital Services,  Inc.",4374,184,8510.83,1
494,2007,Einstein. His Life and Universe,Walter Isaacson,4.08,71156,nonfiction,322.38,193.428,1.99,"Amazon Digital Services,  Inc.",4374,184,8510.83,1
495,2011,Effortless,S.C. Stephens,4.37,83085,genre fiction,160.38,96.228,0.99,"Amazon Digital Services,  Inc.",4374,184,4234.03,1
496,1998,The Street Lawyer,John Grisham,3.81,80577,genre fiction,320.39,192.234,1.99,Random House LLC,4347,186,8458.3,1
497,1976,"Roll of Thunder, Hear My Cry",Mildred D. Taylor,3.79,92980,nonfiction,642.39,385.434,3.99,Hachette Book Group,4347,186,16959.1,1
498,2009,Pride and Prejudice and Zombies,"Seth Grahame-Smith, Jane Austen",3.28,103995,genre fiction,615.02,369.012,3.82,"Amazon Digital Services,  Inc.",4347,186,16236.53,1
499,2013,Lets Explore Diabetes with Owls,David Sedaris,3.8,81616,genre fiction,478.4,287.04,2.99,Macmillan,4320,187,12629.76,1
500,1868,Ð˜Ð´Ð¸Ð¾Ñ‚,"Fyodor Dostoyevsky, Constance Garnett, Alan Myers, Joseph Frank, Anna Brailovsky",4.18,74642,fiction,1438.4,863.04,8.99,Penguin Group (USA) LLC,4320,187,37973.76,1
501,1987,Dirk Gently's Holistic Detective Agency,Douglas Adams,3.97,89569,nonfiction,478.4,0.0,2.99,"Amazon Digital Services,  Inc.",4320,187,12916.8,1
502,2008,Rodrick Rules,Jeff Kinney,4.1,91831,genre fiction,478.4,0.0,2.99,"Amazon Digital Services,  Inc.",4320,187,12916.8,1
503,2015,Why Not Me?,Mindy Kaling,3.89,74199,genre fiction,1598.4,959.04,9.99,Random House LLC,4320,187,42197.76,1
504,2014,Four: A Divergent Collection,Veronica Roth,4.1,97058,fiction,475.41,0.0,2.99,"Amazon Digital Services,  Inc.",4293,188,12836.07,1
505,2015,Modern Romance,"Aziz Ansari, Eric Klinenberg",3.85,94231,genre fiction,157.41,0.0,0.99,"Amazon Digital Services,  Inc.",4293,188,4250.07,1
506,2012,The One and Only Ivan,"Katherine Applegate, Patricia Castelao",4.24,85136,genre fiction,475.41,0.0,2.99,"Amazon Digital Services,  Inc.",4293,188,12836.07,1
507,1997,The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,4.07,45382,genre fiction,634.41,380.646,3.99,Hachette Book Group,4293,188,16748.42,1
508,2005,Elantris,Brandon Sanderson,4.17,95950,genre fiction,314.42,188.652,1.99,Simon and Schuster Digital Sales Inc,4266,190,8300.69,1
509,2008,The Knife of Never Letting Go,Patrick Ness,3.96,99638,genre fiction,1136.02,681.612,7.19,"Amazon Digital Services,  Inc.",4266,190,29990.93,1
510,1998,One Thousand White Women: The Journals of May Dodd,Jim Fergus,3.88,84367,genre fiction,472.42,283.452,2.99,"Amazon Digital Services,  Inc.",4266,190,12471.89,1
511,2009,Handle with Care,Jodi Picoult,3.96,90138,fiction,1420.42,852.252,8.99,HarperCollins Publishers,4266,190,37499.09,1
512,2004,Song of Susannah,"Stephen King, Darrel Anderson",3.98,84957,genre fiction,469.43,0.0,2.99,"Amazon Digital Services,  Inc.",4239,192,12674.61,1
513,2012,Reached,Ally Condie,3.56,109290,genre fiction,155.43,0.0,0.99,"Amazon Digital Services,  Inc.",4239,192,4196.61,1
514,1981,Midnight's Children,Salman Rushdie,3.99,75502,nonfiction,1474.23,884.538,9.39,"Amazon Digital Services,  Inc.",4239,192,38919.67,1
515,2004,The Zombie Survival Guide: Complete Protection from the Living Dead,Max Brooks,3.86,82535,genre fiction,154.44,0.0,0.99,"Amazon Digital Services,  Inc.",4212,193,4169.88,1
516,1999,The Testament,John Grisham,3.83,80377,nonfiction,778.44,467.064,4.99,Random House LLC,4212,193,20550.82,1
517,1930,Murder at the Vicarage,Agatha Christie,4.03,93963,nonfiction,669.24,401.544,4.29,HarperCollins Publishing,4212,193,17667.94,1
518,1998,Among the Hidden ,Margaret Peterson Haddix,3.97,94478,genre fiction,2106.45,1263.87,13.59,HarperCollins Publishers,4185,194,55610.28,1
519,2007,In Defense of Food: An Eater's Manifesto,Michael Pollan,4.07,80434,genre fiction,618.45,0.0,3.99,"Amazon Digital Services,  Inc.",4185,194,16698.15,1
520,1958,The Witch of Blackbird Pond,Elizabeth George Speare,3.97,105770,nonfiction,1230.46,738.276,7.99,Penguin Group (USA) LLC,4158,195,32484.14,1
521,2015,The Heir,Kiera Cass,3.85,111044,genre fiction,614.46,0.0,3.99,"Amazon Digital Services,  Inc.",4158,195,16590.42,1
522,2002,Shopaholic Ties the Knot,Sophie Kinsella,3.77,88139,genre fiction,460.46,0.0,2.99,"Amazon Digital Services,  Inc.",4158,195,12432.42,1
523,1859,The Woman in White,"Wilkie Collins, Matthew Sweet",3.98,93134,genre fiction,768.46,0.0,4.99,"Amazon Digital Services,  Inc.",4158,195,20748.42,1
524,2015,Career of Evil,"Robert Galbraith, J.K. Rowling",4.21,66979,genre fiction,1167.32,700.392,7.58,Penguin Group (USA) LLC,4158,195,30817.25,1
525,2009,The Summer I Turned Pretty,Jenny Han,3.96,104730,genre fiction,610.47,0.0,3.99,"Amazon Digital Services,  Inc.",4131,196,16482.69,1
526,1998,Four to Score ,Janet Evanovich,4.17,106871,genre fiction,151.47,90.882,0.99,"Amazon Digital Services,  Inc.",4131,196,3998.81,1
527,1996,The Color of Water: A Black Man's Tribute to His White Mother,James McBride,4.06,80906,genre fiction,151.47,0.0,0.99,"Amazon Digital Services,  Inc.",4131,196,4089.69,1
528,2009,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance","Steven D. Levitt, Stephen J. Dubner",3.95,85006,genre fiction,1176.57,705.942,7.69,Penguin Group (USA) LLC,4131,196,31061.45,1
529,2006,Darkfever,Karen Marie Moning,4.14,110812,genre fiction,1618.8,971.28,10.65,Penguin Group (USA) LLC,4104,197,42736.32,1
530,1995,Stone of Tears,Terry Goodkind,4.1,83235,genre fiction,1111.12,666.672,7.31,Penguin Group (USA) LLC,4104,197,29333.57,1
531,2010,Heart of the Matter,Emily Giffin,3.73,83461,genre fiction,910.48,546.288,5.99,Simon and Schuster Digital Sales Inc,4104,197,24036.67,1
532,1847,Vanity Fair: A Novel Without a Hero,"William Makepeace Thackeray, John Carey",3.76,91323,genre fiction,149.49,0.0,0.99,"Amazon Digital Services,  Inc.",4077,198,4036.23,1
533,1959,The Sirens of Titan,Kurt Vonnegut Jr.,4.16,72493,genre fiction,151.0,90.6,1.0,"Amazon Digital Services,  Inc.",4077,198,3986.4,1
