book_id,publishing_year,title,author,book_average_rating,book_ratings_count,genre,gross_sales,publisher_revenue,sale_price,publisher,units_sold,sales_rank,company_revenue,sales_month
186,2002,BLEACHâ€•ãƒ–ãƒªãƒ¼ãƒâ€•ã€€1,Tite Kubo,4.21,120004,fiction,2605.92,1563.552,5.34,Penguin Group (USA) LLC,488,363,1042.37,1
187,1992,The Shadow Rising ,Robert Jordan,4.21,122524,nonfiction,2057.58,1234.548,4.26,HarperCollins Publishing,483,364,823.03,1
188,2003,Shantaram,Gregory David Roberts,4.26,95213,genre fiction,476.19,0.0,0.99,"Amazon Digital Services,  Inc.",481,365,476.19,1
189,2008,From Dead to Worse,Charlaine Harris,4.01,151095,genre fiction,475.2,285.12,0.99,"Amazon Digital Services,  Inc.",480,366,190.08,1
190,1991,The Waste Lands,"Stephen King, Ned Dameron",4.24,117483,genre fiction,1429.22,0.0,2.99,"Amazon Digital Services,  Inc.",478,367,1429.22,1
191,1997,The Bone Collector,Jeffery Deaver,4.18,120541,genre fiction,5253.22,3151.932,10.99,Random House LLC,478,367,2101.29,1
192,1995,Der Vorleser,"Bernhard Schlink, Carol Brown Janeway",3.73,119911,genre fiction,1423.24,0.0,2.99,"Amazon Digital Services,  Inc.",476,368,1423.24,1
193,1967,"Brown Bear, Brown Bear, What Do You See?","Bill Martin Jr., Eric Carle",4.19,125668,genre fiction,2375.24,1425.144,4.99,Hachette Book Group,476,368,950.1,1
194,1989,Hyperion,Dan Simmons,4.21,122225,genre fiction,470.25,0.0,0.99,"Amazon Digital Services,  Inc.",475,369,470.25,1
195,1947,The Pearl of the World,John Steinbeck,3.41,133264,genre fiction,470.25,282.15,0.99,"Amazon Digital Services,  Inc.",475,369,188.1,1
196,1971,The Exorcist,William Peter Blatty,4.14,124467,genre fiction,1399.32,0.0,2.99,"Amazon Digital Services,  Inc.",468,370,1399.32,1
197,2009,The Short Second Life of Bree Tanner,Stephenie Meyer,3.51,145874,genre fiction,461.34,0.0,0.99,"Amazon Digital Services,  Inc.",466,371,461.34,1
198,1994,Snow Falling on Cedars,David Guterson,3.8,131945,genre fiction,1393.34,0.0,2.99,"Amazon Digital Services,  Inc.",466,371,1393.34,1
199,1976,Roots,Alex Haley,4.42,118951,genre fiction,460.35,276.21,0.99,Macmillan,465,372,184.14,1
200,1988,Batman: The Killing Joke ,"Alan Moore, Brian Bolland, Tim Sale",4.36,113855,genre fiction,455.4,273.24,0.99,Random House LLC,460,373,182.16,1
201,1952,Invisible Man,Ralph Ellison,3.84,123073,genre fiction,455.4,0.0,0.99,"Amazon Digital Services,  Inc.",460,373,455.4,1
202,2007,A Long Way Gone. Memoirs of a Boy Soldier,Ishmael Beah,4.14,116260,genre fiction,3643.44,0.0,7.99,"Amazon Digital Services,  Inc.",456,374,3643.44,1
203,1971,Mrs. Frisby and the Rats of NIMH,Robert C. O'Brien,4.13,135978,genre fiction,1815.45,1089.27,3.99,"Amazon Digital Services,  Inc.",455,375,726.18,1
204,1982,Different Seasons,Stephen King,4.34,105961,genre fiction,5000.45,3000.27,10.99,Simon and Schuster Digital Sales Inc,455,375,2000.18,1
205,1953,The Little House Collection,"Laura Ingalls Wilder, Garth Williams",4.33,124320,genre fiction,5195.91,3117.546,11.47,Random House LLC,453,376,2078.36,1
206,1998,The Girls' Guide to Hunting and Fishing,Melissa Bank,3.29,113977,nonfiction,448.47,0.0,0.99,"Amazon Digital Services,  Inc.",453,376,448.47,1
207,2012,Wool Omnibus,Hugh Howey,4.24,81982,genre fiction,2250.49,1350.294,4.99,Penguin Group (USA) LLC,451,377,900.2,1
208,2002,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,4.26,118576,genre fiction,4792.5,2875.5,10.65,Random House LLC,450,378,1917.0,1
209,1997,The Power of Now,Eckhart Tolle,4.1,104549,genre fiction,4771.2,2862.72,10.65,Penguin Group (USA) LLC,448,379,1908.48,1
210,2012,Let's Pretend This Never Happened (A Mostly True Memoir),Jenny  Lawson,3.9,118475,genre fiction,443.52,266.112,0.99,"Amazon Digital Services,  Inc.",448,379,177.41,1
211,2006,The Lies of Locke Lamora,Scott Lynch,4.3,118751,genre fiction,1324.57,794.742,2.99,Simon and Schuster Digital Sales Inc,443,380,529.83,1
212,1995,Sabriel,Garth Nix,4.17,137047,genre fiction,8811.18,5286.708,19.98,Random House LLC,441,381,3524.47,1
213,2009,Dead and Gone,Charlaine Harris,4.01,145157,genre fiction,2175.64,1305.384,4.99,Random House LLC,436,382,870.26,1
214,2013,The Storyteller,Jodi Picoult,4.26,109313,genre fiction,430.65,0.0,0.99,"Amazon Digital Services,  Inc.",435,383,430.65,1
215,2011,Obsidian,Jennifer L. Armentrout,4.23,164832,genre fiction,5191.67,3115.002,11.99,Penguin Group (USA) LLC,433,384,2076.67,1
216,1982,"Life, the Universe and Everything",Douglas Adams,4.19,131562,genre fiction,2593.67,1556.202,5.99,Hachette Book Group,433,384,1037.47,1
217,2013,Crown of Midnight,Sarah J. Maas,4.49,160485,genre fiction,426.69,256.014,0.99,"Amazon Digital Services,  Inc.",431,385,170.68,1
218,2004,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",Bryan Lee O'Malley,4.18,126864,genre fiction,425.7,255.42,0.99,Random House LLC,430,386,170.28,1
219,2008,Half Broke Horses: A True Life Novel,Jeannette Walls,4.05,110597,genre fiction,5107.74,3064.644,11.99,Penguin Group (USA) LLC,426,387,2043.1,1
220,1987,Mort,Terry Pratchett,4.22,128450,genre fiction,3821.22,2292.732,8.97,"Amazon Digital Services,  Inc.",426,387,1528.49,1
221,2010,"The Iron King (The Iron Fey, #1) ",Julie Kagawa,3.92,158063,genre fiction,420.75,252.45,0.99,Macmillan,425,388,168.3,1
222,1985,Lonesome Dove,Larry McMurtry,4.47,111498,genre fiction,1687.77,0.0,3.99,"Amazon Digital Services,  Inc.",423,389,1687.77,1
223,2003,Stiff: The Curious Lives of Human Cadavers,Mary Roach,4.05,122502,nonfiction,4473.0,2683.8,10.65,Random House LLC,420,390,1789.2,1
224,2011,Bloodlines,Richelle Mead,4.22,140599,genre fiction,413.82,248.292,0.99,Macmillan,418,391,165.53,1
225,1998,Ender's Shadow,Orson Scott Card,4.3,115521,nonfiction,411.84,0.0,0.99,"Amazon Digital Services,  Inc.",416,392,411.84,1
226,2009,Twenties Girl,Sophie Kinsella,3.82,119105,genre fiction,2070.85,1242.51,4.99,Random House LLC,415,393,828.34,1
227,1982,Schindler's Ark,Thomas Keneally,4.34,108338,genre fiction,2537.9,1522.74,6.19,"Amazon Digital Services,  Inc.",410,394,1015.16,1
228,1970,The Bluest Eye,Toni Morrison,3.99,109944,genre fiction,1219.92,0.0,2.99,"Amazon Digital Services,  Inc.",408,395,1219.92,1
229,2009,The White Queen,Philippa Gregory,3.9,119739,genre fiction,1685.04,1011.024,4.13,"Amazon Digital Services,  Inc.",408,395,674.02,1
230,1965,The Autobiography of Malcolm X,"Malcolm X, Alex Haley",4.29,124805,nonfiction,2025.94,1215.564,4.99,Random House LLC,406,396,810.38,1
231,1989,Preludes & Nocturnes,"Neil Gaiman, Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger",4.3,122540,nonfiction,2251.8,1351.08,5.56,"Amazon Digital Services,  Inc.",405,397,900.72,1
232,1999,Seabiscuit,Laura Hillenbrand,4.2,111497,genre fiction,1007.5,604.5,2.5,HarperCollins Publishers,403,398,403.0,1
233,2003,Shutter Island,Dennis Lehane,4.07,113718,genre fiction,4270.65,2562.39,10.65,Penguin Group (USA) LLC,401,399,1708.26,1
234,1894,The Complete Sherlock Holmes,Arthur Conan Doyle,4.5,109754,genre fiction,3180.02,1908.012,7.99,Penguin Group (USA) LLC,398,400,1272.01,1
235,1599,The Tragedy of Julius Caesar,"William Shakespeare, Roma Gill",3.65,119933,genre fiction,392.04,235.224,0.99,"Amazon Digital Services,  Inc.",396,401,156.82,1
236,2011,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Erik Larson,3.81,110481,genre fiction,392.04,235.224,0.99,"Amazon Digital Services,  Inc.",396,401,156.82,1
237,-380,Î Î¿Î»Î¹Ï„ÎµÎ¯Î±,"Plato, Desmond Lee",3.9,110274,genre fiction,387.09,232.254,0.99,"Amazon Digital Services,  Inc.",391,402,154.84,1
238,1593,The Taming of the Shrew,William Shakespeare,3.81,126318,nonfiction,2726.1,1635.66,6.99,Hachette Book Group,390,403,1090.44,1
239,2014,Cress,Marissa Meyer,4.46,162069,nonfiction,1154.14,692.484,2.99,Macmillan,386,404,461.66,1
240,2010,Just Kids,Patti Smith,4.14,106542,genre fiction,766.15,459.69,1.99,Random House LLC,385,405,306.46,1
241,2001,Jemima J,Jane Green,3.62,101436,genre fiction,758.19,0.0,1.99,"Amazon Digital Services,  Inc.",381,406,758.19,1
242,1831,Notre-Dame de Paris,"Victor Hugo, Walter J. Cobb",3.97,119851,nonfiction,3013.71,1808.226,7.91,"Amazon Digital Services,  Inc.",381,406,1205.48,1
243,1996,A Fine Balance,Rohinton Mistry,4.34,99252,genre fiction,1136.2,681.72,2.99,Simon and Schuster Digital Sales Inc,380,407,454.48,1
244,1987,Calvin and Hobbes,"Bill Watterson, G.B. Trudeau",4.61,117788,nonfiction,1886.22,1131.732,4.99,Penguin Group (USA) LLC,378,408,754.49,1
245,2006,Specials,Scott Westerfeld,3.77,139168,genre fiction,1124.24,674.544,2.99,"Amazon Digital Services,  Inc.",376,409,449.7,1
246,1899,The Awakening,Kate Chopin,3.63,125474,genre fiction,371.25,0.0,0.99,"Amazon Digital Services,  Inc.",375,410,371.25,1
247,2009,Hunted,"P.C. Cast, Kristin Cast",3.93,138103,genre fiction,1871.25,1122.75,4.99,Random House LLC,375,410,748.5,1
248,2006,For One More Day,Mitch Albom,4.09,102193,genre fiction,1488.27,0.0,3.99,"Amazon Digital Services,  Inc.",373,411,1488.27,1
249,1989,Clear and Present Danger,Tom Clancy,4.08,105317,genre fiction,1115.27,669.162,2.99,Hachette Book Group,373,411,446.11,1
250,1996,Falling Up,Shel Silverstein,4.33,111779,genre fiction,366.3,0.0,0.99,"Amazon Digital Services,  Inc.",370,412,366.3,1
251,2010,Sh*t My Dad Says,Justin Halpern,3.98,102560,nonfiction,2775.0,1665.0,7.5,Hachette Book Group,370,412,1110.0,1
252,1993,Trainspotting,"Irvine Welsh, Eric Lindor Fall",4.07,59453,genre fiction,1100.32,660.192,2.99,Random House LLC,368,413,440.13,1
253,1952,Foundation and Empire,Isaac Asimov,4.2,105595,genre fiction,1094.34,0.0,2.99,"Amazon Digital Services,  Inc.",366,414,1094.34,1
254,1997,"The Four Agreements: A Practical Guide to Personal Freedom, A Toltec Wisdom Book",Miguel Ruiz,4.12,97016,genre fiction,4388.34,2633.004,11.99,Penguin Group (USA) LLC,366,414,1755.34,1
255,2010,House Rules,Jodi Picoult,4.01,111239,nonfiction,4084.35,2450.61,11.19,HarperCollins Publishers,365,415,1633.74,1
256,1812,BrÃ¼der Grimm: Kinder- und HausmÃ¤rchen,"Jacob Grimm, Wilhelm Grimm, Josef Scharl, Padraic Colum, Joseph Campbell, Margaret Raine Hunt, James Stern",4.31,116324,genre fiction,1811.37,0.0,4.99,"Amazon Digital Services,  Inc.",363,416,1811.37,1
257,1967,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,4.15,134537,genre fiction,1085.37,651.222,2.99,"Amazon Digital Services,  Inc.",363,416,434.15,1
258,2013,Doctor Sleep,Stephen King,4.1,95276,genre fiction,357.39,214.434,0.99,"Amazon Digital Services,  Inc.",361,417,142.96,1
259,1998,About a Boy,Nick Hornby,3.79,101999,genre fiction,1079.39,647.634,2.99,Penguin Group (USA) LLC,361,417,431.76,1
260,2012,On Dublin Street,Samantha Young,4.24,136761,nonfiction,3905.78,2343.468,10.91,Random House LLC,358,418,1562.31,1
261,2008,Crazy Love: Overwhelmed by a Relentless God,"Francis Chan, Danae Yankoski, Chris Tomlin",4.15,106351,genre fiction,1064.44,638.664,2.99,Macmillan,356,419,425.78,1
262,1960,"One Fish, Two Fish, Red Fish, Blue Fish",Dr. Seuss,4.12,117582,nonfiction,706.45,423.87,1.99,Simon and Schuster Digital Sales Inc,355,420,282.58,1
263,1987,Watchers,Dean Koontz,4.16,109595,genre fiction,1049.49,0.0,2.99,"Amazon Digital Services,  Inc.",351,421,1049.49,1
264,1902,The Story of My Life,Helen Keller,4.07,107313,nonfiction,347.49,208.494,0.99,"Amazon Digital Services,  Inc.",351,421,139.0,1
265,2009,This Is Where I Leave You,Jonathan Tropper,3.88,98645,genre fiction,346.5,0.0,0.99,"Amazon Digital Services,  Inc.",350,422,346.5,1
266,2010,Abraham Lincoln: Vampire Hunter,Seth Grahame-Smith,3.7,106336,genre fiction,344.52,0.0,0.99,"Amazon Digital Services,  Inc.",348,423,344.52,1
267,1999,ãƒ•ãƒ«ãƒ¼ãƒ„ãƒã‚¹ã‚±ãƒƒãƒˆ 1,"Natsuki Takaya, Alethea Nibley, Athena Nibley",4.23,118467,nonfiction,1031.55,618.93,2.99,Simon and Schuster Digital Sales Inc,345,424,412.62,1
268,1623,The Tempest,William Shakespeare,3.8,125178,genre fiction,1025.57,0.0,2.99,"Amazon Digital Services,  Inc.",343,425,1025.57,1
269,2010,Burned: A House of Night Novel,"P.C. Cast, Kristin Cast",3.98,120763,genre fiction,1019.59,0.0,2.99,"Amazon Digital Services,  Inc.",341,426,1019.59,1
270,1997,Wizard and Glass,"Stephen King, Dave McKean",4.24,105026,fiction,1019.59,611.754,2.99,Simon and Schuster Digital Sales Inc,341,426,407.84,1
271,2013,The Circle,Dave Eggers,3.46,109412,genre fiction,3872.6,2323.56,11.39,Penguin Group (USA) LLC,340,427,1549.04,1
272,2007,The Invention of Hugo Cabret,Brian Selznick,4.23,132159,genre fiction,1686.62,0.0,4.99,"Amazon Digital Services,  Inc.",338,428,1686.62,1
273,1932,Brave New World/Brave New World Revisited,"Aldous Huxley, Christopher Hitchens",4.16,108124,genre fiction,1676.64,0.0,4.99,"Amazon Digital Services,  Inc.",336,429,1676.64,1
274,2003,æ¡œè˜­é«˜æ ¡ãƒ›ã‚¹ãƒˆéƒ¨ 1,Bisco Hatori,4.36,113881,genre fiction,666.65,399.99,1.99,HarperCollins Publishers,335,430,266.66,1
275,2014,The Good Girl,Mary Kubica,3.81,100936,genre fiction,2620.72,1572.432,7.99,Random House LLC,328,431,1048.29,1
276,2012,"Fallen Too Far (Too Far, #1)",Abbi Glines,4.21,138871,genre fiction,2875.32,1725.192,8.82,Penguin Group (USA) LLC,326,432,1150.13,1
277,2014,Landline,Rainbow Rowell,3.55,113805,genre fiction,1300.74,0.0,3.99,"Amazon Digital Services,  Inc.",326,432,1300.74,1
278,2008,Tempted,"P.C. Cast, Kristin Cast",3.96,127387,fiction,2759.25,1655.55,8.49,HarperCollins Publishers,325,433,1103.7,1
279,2005,No Country for Old Men,Cormac McCarthy,4.12,100513,genre fiction,1611.77,967.062,4.99,Simon and Schuster Digital Sales Inc,323,434,644.71,1
280,2009,Wolf Hall,Hilary Mantel,3.85,102936,genre fiction,2468.49,1481.094,7.69,Penguin Group (USA) LLC,321,435,987.4,1
281,1986,Howl's Moving Castle,Diana Wynne Jones,4.3,123945,genre fiction,950.82,0.0,2.99,"Amazon Digital Services,  Inc.",318,436,950.82,1
282,2001,Dreamcatcher,"Stephen King, William Olivier Desmond",3.59,115855,genre fiction,1576.84,0.0,4.99,"Amazon Digital Services,  Inc.",316,437,1576.84,1
283,1854,Walden; or Life in the Woods,Henry David Thoreau,3.79,108062,nonfiction,2044.35,1226.61,6.49,Random House LLC,315,438,817.74,1
284,1989,The Remains of the Day,Kazuo Ishiguro,4.1,105892,nonfiction,1874.87,1124.922,5.99,Random House LLC,313,439,749.95,1
285,2010,The Best of Me,Nicholas Sparks,3.91,103915,genre fiction,307.89,184.734,0.99,"Amazon Digital Services,  Inc.",311,440,123.16,1
286,2011,The Sense of an Ending,Julian Barnes,3.7,94968,genre fiction,306.9,0.0,0.99,"Amazon Digital Services,  Inc.",310,441,306.9,1
287,1982,A is for Alibi,Sue Grafton,3.82,116026,genre fiction,616.9,370.14,1.99,"Amazon Digital Services,  Inc.",310,441,246.76,1
288,-430,ÎŸá¼°Î´Î¯Ï€Î¿Ï…Ï‚ Î¤ÏÏÎ±Î½Î½Î¿Ï‚,"Sophocles, J.E. Thomas",3.67,119496,genre fiction,2460.92,1476.552,7.99,Hachette Book Group,308,442,984.37,1
289,2009,Shanghai Girls,Lisa See,3.87,106729,nonfiction,2152.92,1291.752,6.99,Penguin Group (USA) LLC,308,442,861.17,1
290,1908,The Wind in the Willows,"Kenneth Grahame, Gillian Avery",3.98,124612,genre fiction,10327.3,6196.38,33.86,Penguin Group (USA) LLC,305,443,4130.92,1
291,2014,To All the Boys I've Loved Before,Jenny Han,4.11,136938,nonfiction,598.99,0.0,1.99,"Amazon Digital Services,  Inc.",301,444,598.99,1
292,2000,Persepolis,"Marjane Satrapi, Mattias Ripa",4.23,117103,genre fiction,1487.02,892.212,4.99,Random House LLC,298,445,594.81,1
293,1908,A Room with a View,E.M. Forster,3.91,109994,genre fiction,891.02,0.0,2.99,"Amazon Digital Services,  Inc.",298,445,891.02,1
294,2010,The DUFF: Designated Ugly Fat Friend,Kody Keplinger,3.86,136736,genre fiction,1181.04,0.0,3.99,"Amazon Digital Services,  Inc.",296,446,1181.04,1
295,2008,Lock and Key,Sarah Dessen,4.01,120475,nonfiction,885.04,531.024,2.99,"Amazon Digital Services,  Inc.",296,446,354.02,1
296,1995,Naked in Death,J.D. Robb,4.13,78028,genre fiction,1772.95,1063.77,6.01,HarperCollins Publishers,295,447,709.18,1
297,1994,The Chamber,John Grisham,3.76,102715,genre fiction,292.05,0.0,0.99,"Amazon Digital Services,  Inc.",295,447,292.05,1
298,2008,Midnight Sun (Partial Draft),Stephenie Meyer,4.03,138118,genre fiction,290.07,0.0,0.99,"Amazon Digital Services,  Inc.",293,448,290.07,1
299,1999,NARUTO -ãƒŠãƒ«ãƒˆ- å·»ãƒŽä¸€ ,"Masashi Kishimoto, Katy Bridges",4.35,104633,nonfiction,288.09,172.854,0.99,HarperCollins Christian Publishing,291,449,115.24,1
300,2012,The Unlikely Pilgrimage of Harold Fry,Rachel Joyce,3.89,94012,genre fiction,3694.6,2216.76,12.74,Hachette Book Group,290,450,1477.84,1
301,2012,Every Day,David Levithan,3.99,121863,genre fiction,1149.12,689.472,3.99,"Amazon Digital Services,  Inc.",288,451,459.65,1
302,1991,Xenocide,Orson Scott Card,3.77,104467,genre fiction,1707.15,1024.29,5.99,Simon and Schuster Digital Sales Inc,285,452,682.86,1
303,1596,The Merchant of Venice,"William Shakespeare, Robert          Jackson, Barbara A. Mowat, Paul Werstine",3.78,115621,genre fiction,427.5,0.0,1.5,"Amazon Digital Services,  Inc.",285,452,427.5,1
304,1975,ShÅgun,James Clavell,4.37,104339,genre fiction,2071.56,1242.936,7.32,Hachette Book Group,283,453,828.62,1
305,2006,"Lover Awakened (Black Dagger Brotherhood, #3)",J.R. Ward,4.45,134249,genre fiction,1412.17,847.302,4.99,Simon and Schuster Digital Sales Inc,283,453,564.87,1
306,2015,A Court of Thorns and Roses,Sarah J. Maas,4.29,167848,nonfiction,3650.19,2190.114,12.99,"Amazon Digital Services,  Inc.",281,454,1460.08,1
307,1989,Chicka Chicka Boom Boom,"Bill Martin Jr., John Archambault, Lois Ehlert",4.21,105192,fiction,1097.25,658.35,3.99,Simon and Schuster Digital Sales Inc,275,455,438.9,1
308,2009,Smile,Raina Telgemeier,4.19,98628,genre fiction,2618.07,1570.842,9.59,HarperCollins Publishers,273,456,1047.23,1
309,1950, Animal Farm & 1984,"George Orwell, Christopher Hitchens",4.26,116197,genre fiction,267.3,0.0,0.99,"Amazon Digital Services,  Inc.",270,457,267.3,1
310,1996,The Deep End of the Ocean,Jacquelyn Mitchard,3.84,102733,genre fiction,267.3,0.0,0.99,"Amazon Digital Services,  Inc.",270,457,267.3,1
311,2001,The Bonesetter's Daughter,Amy Tan,3.98,99926,nonfiction,263.34,0.0,0.99,"Amazon Digital Services,  Inc.",266,458,263.34,1
312,1999,"Angus, Thongs and Full-Frontal Snogging",Louise Rennison,3.74,112733,genre fiction,997.5,0.0,3.75,"Amazon Digital Services,  Inc.",266,458,997.5,1
313,2012,Mr. Penumbra's 24-Hour Bookstore,Robin Sloan,3.75,110552,genre fiction,1719.85,1031.91,6.49,Hachette Book Group,265,459,687.94,1
314,1979,Flowers in the Attic,V.C. Andrews,3.79,109063,children,1877.82,1126.692,7.14,"Amazon Digital Services,  Inc.",263,460,751.13,1
315,2016,When Breath Becomes Air,"Paul Kalanithi, Abraham Verghese",4.32,116771,genre fiction,1041.39,0.0,3.99,"Amazon Digital Services,  Inc.",261,461,1041.39,1
316,1990,Maniac Magee,Jerry Spinelli,3.86,99831,genre fiction,777.4,0.0,2.99,"Amazon Digital Services,  Inc.",260,462,777.4,1
317,1999,Invisible Monsters,Chuck Palahniuk,4.0,54937,genre fiction,771.42,462.852,2.99,Simon and Schuster Digital Sales Inc,258,463,308.57,1
318,1601,"Twelfth Night; or, What You Will",William Shakespeare,3.97,119607,genre fiction,1527.45,916.47,5.99,Penguin Group (USA) LLC,255,464,610.98,1
319,2000,Gathering Blue,Lois Lowry,3.8,114917,genre fiction,997.5,0.0,3.99,"Amazon Digital Services,  Inc.",250,465,997.5,1
320,1978,The Westing Game,Ellen Raskin,4.03,117108,genre fiction,997.5,598.5,3.99,"Amazon Digital Services,  Inc.",250,465,399.0,1
321,2014,Red Rising,Pierce Brown,4.26,104939,genre fiction,246.51,147.906,0.99,"Amazon Digital Services,  Inc.",249,466,98.6,1
322,2008,The Way of Shadows,Brent Weeks,4.15,109236,genre fiction,744.51,446.706,2.99,Random House LLC,249,466,297.8,1
323,1988,The Bean Trees,Barbara Kingsolver,3.94,105032,children,1635.93,981.558,6.57,"Amazon Digital Services,  Inc.",249,466,654.37,1
324,2013,Walking Disaster,Jamie McGuire,4.23,134022,genre fiction,3221.52,0.0,12.99,"Amazon Digital Services,  Inc.",248,467,3221.52,1
325,2014,Words of Radiance,Brandon Sanderson,4.77,73572,genre fiction,741.52,444.912,2.99,HarperCollins Publishers,248,467,296.61,1
326,1988,Guess How Much I Love You,"Sam McBratney, Anita Jeram",4.36,104690,genre fiction,738.53,0.0,2.99,"Amazon Digital Services,  Inc.",247,468,738.53,1
327,2001,The Fiery Cross,Diana Gabaldon,4.26,103552,genre fiction,1141.14,684.684,4.62,Penguin Group (USA) LLC,247,468,456.46,1
328,1978,Night Shift,"Stephen King, John D. MacDonald",3.96,104248,genre fiction,244.53,146.718,0.99,"Amazon Digital Services,  Inc.",247,468,97.81,1
329,1974,Jaws,Peter Benchley,3.96,102574,genre fiction,1227.54,736.524,4.99,Simon and Schuster Digital Sales Inc,246,469,491.02,1
330,2005,The History of Love,Nicole Krauss,3.91,98379,genre fiction,977.55,0.0,3.99,"Amazon Digital Services,  Inc.",245,470,977.55,1
331,1945,Pippi LÃ¥ngstrump,"Astrid Lindgren, Lauren Child, Florence Lamborn, Nancy Seligsohn",4.11,123065,genre fiction,977.55,586.53,3.99,"Amazon Digital Services,  Inc.",245,470,391.02,1
332,2006,L'Ã©lÃ©gance du hÃ©risson,"Muriel Barbery, Alison Anderson",3.73,101669,genre fiction,1698.57,1019.142,6.99,Hachette Book Group,243,471,679.43,1
333,2005,Team of Rivals: The Political Genius of Abraham Lincoln,"Doris Kearns Goodwin, Suzanne Toren",4.3,102923,genre fiction,726.57,435.942,2.99,"Amazon Digital Services,  Inc.",243,471,290.63,1
334,2010,Dead in the Family,Charlaine Harris,3.88,127379,genre fiction,1494.45,896.67,6.15,"Amazon Digital Services,  Inc.",243,471,597.78,1
335,1947,La peste,"Albert Camus, Stuart Gilbert",3.97,95803,genre fiction,965.58,0.0,3.99,"Amazon Digital Services,  Inc.",242,472,965.58,1
336,1999,The Reptile Room,"Lemony Snicket, Brett Helquist",3.95,130213,genre fiction,1202.59,721.554,4.99,Simon and Schuster Digital Sales Inc,241,473,481.04,1
337,2012,Brain on Fire,Susannah Cahalan,4.0,92849,genre fiction,2566.65,1539.99,10.65,Hachette Book Group,241,473,1026.66,1
338,2007,Wicked Lovely ,Melissa Marr,3.69,131034,genre fiction,1197.6,718.56,4.99,Simon and Schuster Digital Sales Inc,240,474,479.04,1
339,1941,Curious George,H.A. Rey,4.13,105473,genre fiction,236.61,141.966,0.99,"Amazon Digital Services,  Inc.",239,475,94.64,1
340,1979,Die unendliche Geschichte,"Michael Ende, Ralph Manheim, Roswitha Quadflieg",4.17,109110,genre fiction,953.61,0.0,3.99,"Amazon Digital Services,  Inc.",239,475,953.61,1
341,1998,A Beautiful Mind,Sylvia Nasar,4.12,98276,genre fiction,1544.62,926.772,6.49,Random House LLC,238,476,617.85,1
342,1906,The Jungle,"Upton Sinclair, Earl Lee, Kathleen DeGrave",3.72,97468,genre fiction,1419.63,851.778,5.99,Random House LLC,237,477,567.85,1
343,2008,The Summoning,Kelley Armstrong,4.03,132285,genre fiction,471.63,0.0,1.99,"Amazon Digital Services,  Inc.",237,477,471.63,1
344,1985,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Oliver Sacks,4.04,102419,nonfiction,1182.63,709.578,4.99,Random House LLC,237,477,473.05,1
345,1978,Storm Island,Ken Follett,4.16,93475,fiction,708.63,0.0,2.99,"Amazon Digital Services,  Inc.",237,477,708.63,1
346,2000,The Blind Assassin,Margaret Atwood,3.95,98464,nonfiction,1885.64,1131.384,7.99,HarperCollins Christian Publishing,236,478,754.26,1
347,2014,Hollow City,Ransom Riggs,4.07,73149,genre fiction,1642.65,985.59,6.99,Penguin Group (USA) LLC,235,479,657.06,1
348,1999,House of Sand and Fog,Andre Dubus III,3.83,55381,genre fiction,933.66,560.196,3.99,"Amazon Digital Services,  Inc.",234,480,373.46,1
349,2014,The Girl with All the Gifts,M.R. Carey,3.93,99729,genre fiction,463.67,278.202,1.99,Simon and Schuster Digital Sales Inc,233,481,185.47,1
350,1930,As I Lay Dying,William Faulkner,3.72,103547,nonfiction,461.68,277.008,1.99,HarperCollins Publishers,6264,112,12188.35,1
351,1955,Harold and the Purple Crayon,Crockett Johnson,4.24,107221,genre fiction,925.68,0.0,3.99,"Amazon Digital Services,  Inc.",6264,112,24993.36,1
352,2006,"Lover Eternal (Black Dagger Brotherhood, #2)",J.R. Ward,4.35,137558,nonfiction,2460.15,1476.09,10.65,Random House LLC,6237,114,64947.96,1
353,2001,Fool Moon ,Jim Butcher,4.04,111371,genre fiction,687.7,412.62,2.99,Macmillan,6210,115,18155.28,1
354,2011,David and Goliath,Malcolm Gladwell,3.9,90083,nonfiction,2509.3,1505.58,10.91,Random House LLC,6210,115,66245.52,1
355,2002,é‹¼ã®éŒ¬é‡‘è¡“å¸« 1,"Hiromu Arakawa, Akira Watanabe",4.49,93990,genre fiction,226.71,0.0,0.99,"Amazon Digital Services,  Inc.",6183,116,6121.17,1
356,1989,Guards! Guards!,Terry Pratchett,4.32,108652,genre fiction,1142.71,0.0,4.99,"Amazon Digital Services,  Inc.",6183,116,30853.17,1
357,2005,The Year of Magical Thinking,Joan Didion,3.86,94590,genre fiction,909.72,0.0,3.99,"Amazon Digital Services,  Inc.",6156,117,24562.44,1
358,2003,We Need to Talk About Kevin,Lionel Shriver,4.07,101343,genre fiction,5902.92,3541.752,25.89,HarperCollins Publishers,6156,117,155837.09,1
359,1973,Rendezvous with Rama,Arthur C. Clarke,4.06,93151,genre fiction,1468.69,881.214,6.47,"Amazon Digital Services,  Inc.",6129,118,38773.42,1
